54	3
54	1
54	1
46	3
46	1
48	3
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	2
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
48	1
52	3
52	3
52	1
52	1
52	1
52	1
52	1
52	1
52	1
52	1
52	1
52	1
52	1
52	1
52	1
52	1
52	1
52	1
52	1
52	1
52	1
52	1
52	1
52	1
52	1
52	1
52	2
52	2
52	2
52	2
52	2
52	2
52	2
52	2
52	2
52	2
52	2
52	2
52	2
52	2
52	2
52	2
52	2
52	2
52	2
52	2
52	2
52	2
52	2
52	2
52	2
52	2
52	2
52	2
52	2
52	2
52	2
52	2
52	2
52	2
52	2
52	2
52	2
52	2
52	2
52	2
52	2
52	2
52	2
52	2
52	2
52	2
52	2
52	2
52	2
52	2
52	2
52	2
52	2
52	2
52	2
52	2
52	2
52	2
52	2
52	2
52	2
52	2
52	2
52	2
52	2
52	2
52	2
52	2
52	2
52	2
52	2
52	2
52	2
52	2
52	2
52	2
52	2
52	2
52	2
52	2
52	2
52	1
52	1
52	1
52	1
52	1
52	1
52	1
52	1
52	1
52	1
52	1
52	1
52	1
52	1
52	1
52	1
52	1
52	1
52	1
52	1
52	1
52	1
52	1
52	1
52	1
52	1
52	1
52	1
52	1
52	1
52	1
52	1
52	1
52	1
52	1
52	1
52	1
52	1
52	1
52	1
52	1
52	1
52	1
52	1
52	1
52	1
52	1
52	1
52	1
52	1
52	2
50	3
50	1
45	1
45	3
45	1
45	1
45	1
45	2
45	1
45	2
45	1
45	1
45	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	3
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	2
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
44	1
37	3
10	1
10	1
10	3
